Title,Description,Sentiment,Article URL,Date,ID,Service,Calculated
Nahost-Liveblog: ++ Militär entdeckt zehn Kilometer langen Tunnel ++,Das israelische Militär hat eigenen Angaben zufolge einen Tunnel zwischen dem zentralen Gazastreifen und-Gaza Stadt entdeckt. Außenministerin Baerbock hat Israel erneut zur Achtung des Völkerrechts aufgerufen. Die Entwicklungen im Liveblog.,Neutral,https://www.tagesschau.de/newsticker/liveblog-nahost-montag-112.html,2024-02-26T20:23:42.000Z,37bd078a-868f-44ef-9cfe-6331d8e0865c,TGS,1
Sulyok zum neuen Staatspräsidenten Ungarns gewählt,"Ungarns Parlament hat ein neues Staatsoberhaupt gewählt: den Verfassungsrichter Tamas Sulyok. Seine Vorgängerin war zurückgetreten, weil sie einen Mann begnadigt hatte, der in einen Fall von sexualisierter Gewalt gegen Kinder verwickelt war.",Neutral,https://www.tagesschau.de/ausland/europa/sulyok-staatspraesident-ungarn-100.html,2024-02-26T19:21:52.000Z,3bc35710-da3f-427b-b3d5-dfa8967df79b,TGS,1
Nach Ungarns Ja zu NATO-Beitritt: Schweden atmet auf,Auf dem langen Weg zur NATO-Mitgliedschaft ist Schweden endlich am Ziel - mit dem Ja Ungarns fehlen nun nur noch Formalitäten. Schwedens Regierungschef Kristersson war die Erleichterung deutlich anzumerken. Von Julia Wäschenbach.,Positive,https://www.tagesschau.de/ausland/schweden-nato-beitritt-reaktionen-100.html,2024-02-26T19:12:05.000Z,07dc2352-4027-477d-a0e3-7ea310639f8b,TGS,0
Unerfüllter Kinderwunsch: Wenn Chlamydien unfruchtbar machen,Nur jeder Zehnte in Deutschland kennt Chlamydien. Dabei ist die sexuell übertragbare Infektion weit verbreitet - sie wird von Betroffenen aber oft nicht bemerkt. Das kann schwere Folgen haben. Von Imke Wrage.,Negative,https://www.tagesschau.de/wissen/chlamydien-unfruchtbarkeit-sti-100.html,2024-02-26T18:56:15.000Z,7b8fa76c-5b07-49ee-b432-39670bbf4efc,TGS,-1
Ukraine-Liveblog: ++ Macron drängt auf mehr Hilfen für Ukraine ++,"Frankreichs Präsident Macron wirbt für mehr Waffen und mehr Mittel für die Ukraine. Polens Regierungschef Tusk hat die Slowakei und Ungarn aufgefordert, ihren Widerstand gegen Militärhilfe für die Ukraine aufzugeben. Die Entwicklungen im Liveblog.",Neutral,https://www.tagesschau.de/newsticker/liveblog-ukraine-montag-342.html,2024-02-26T19:42:20.000Z,418be11c-8a0a-45a4-8bc7-bae93b391a74,TGS,1
"UN-Menschenrechtsrat: ""Jedes Leben zählt gleich viel""","Krieg, Gewalt und Elend standen zur Auftaktsitzung des UN-Menschenrechtsrats im Mittelpunkt. Außenministerin Baerbock warb um Hilfen für die Ukraine - und richtete mahnende Worte an die israelische Regierung. Von Kathrin Hondl.",Neutral,https://www.tagesschau.de/ausland/un-menschenrechtsrat-auftakt-100.html,2024-02-26T18:45:22.000Z,5116b833-acea-40bb-90f0-a00e711e6c16,TGS,1
Wie BYD den europäischen Markt für E-Autos erobern will,"Es ist eine Kampfansage, um den europäischen Markt zu erobern: BYD, der chinesische Weltmarktführer, schickt seine E-Autos nun mit einem eigenen Frachter direkt nach Deutschland. Die Branche hofft auf Schützenhilfe aus Brüssel.",Neutral,https://www.tagesschau.de/wirtschaft/unternehmen/byd-europa-expansion-100.html,2024-02-26T18:07:40.000Z,7ee3572f-6e86-4c69-8454-6ef5d4fa121b,TGS,1
Keine Cholera auf Kreuzfahrtschiff vor Mauritius,"Nach einem Cholera-Verdacht auf der ""Norwegian Dawn"" haben die mauritischen Behörden Entwarnung gegeben. Passagiere an Bord dürfen das Schiff demnach am Dienstagmorgen verlassen.",Neutral,https://www.tagesschau.de/ausland/afrika/kreuzfahrtschiff-cholera-entwarnung-100.html,2024-02-26T17:44:52.000Z,6f8a44c5-491a-4ed8-ba1d-a073473d46f8,TGS,1
Marktbericht: Anleger bringen sich in Stellung,Der DAX hat bei insgesamt geringen Schwankungen knapp ein neues Rekordhoch markiert. Zu mehr reichte es vor wichtigen Inflationsdaten im weiteren Wochenverlauf nicht.,Neutral,https://www.tagesschau.de/wirtschaft/finanzen/marktberichte/marktbericht-dax-rekordrally-kurse-geldanlage-dow-aktien-gold-oel-buffett-100.html,2024-02-26T17:15:30.000Z,780fb16f-9498-450d-b71a-77eed3eac80d,TGS,1
Ratsvorsitzende der evangelischen Kirche warnt vor Wahl der AfD,Die EKD-Ratsvorsitzende Fehrs hat sich gegen eine Wahl der AfD ausgesprochen. Als Grund nannte sie unter anderem die Gefahr für die Demokratie. Auch die katholischen Bischöfe positionierten sich bereits klar.,Negative,https://www.tagesschau.de/inland/innenpolitik/ekd-afd-warnung-100.html,2024-02-26T16:01:54.000Z,0198f5ef-d373-4cb8-a5f2-3aae1dd2a1b5,TGS,-1
Ungarisches Parlament stimmt für NATO-Beitritt Schwedens,Nach langer Blockade hat Ungarns Parlament dem NATO-Beitritt Schwedens zugestimmt - damit steht der Aufnahme der Skandinavier in das Verteidigungsbündnis nichts mehr im Weg. Dort ist man erleichtert über das Votum aus Budapest.,Positive,https://www.tagesschau.de/ausland/europa/nato-beitritt-schweden-100.html,2024-02-26T17:24:47.000Z,cd488d9b-4d50-4a87-893f-b1ebd6e96050,TGS,0
"Scholz begründet Nein zu ""Taurus""-Lieferung an Ukraine","Für die Verteidigung gegen Russland wird die Ukraine weiterhin keine deutschen ""Taurus""-Marschflugkörper bekommen. Bundeskanzler Scholz erteilte der Lieferung eine Absage. Das Risiko, dass Deutschland Kriegspartei würde, sei zu groß.",Negative,https://www.tagesschau.de/inland/scholz-taurus-ukraine-102.html,2024-02-26T16:31:42.000Z,b0e5a867-0c0c-4a72-b6e7-0b3fe7a3beef,TGS,-1
Burkina Faso: Mehrere Tote nach Angriffen auf Kirche und Moschee,"Bei Angriffen auf eine Kirche und eine Moschee in Burkina Faso sind zahlreiche Menschen getötet worden. Ob es einen Zusammenhang gibt, ist noch unklar. Dem Sicherheitsapparat zufolge wurden mehr als 100 Dschihadisten ""neutralisiert"".",Negative,https://www.tagesschau.de/ausland/afrika/burkina-faso-anschlaege-100.html,2024-02-26T14:34:30.000Z,fe9dcb1a-ab29-48c6-a16b-989627a1c7f4,TGS,-1
Ein Jahr nach Bootsunglück vor Italien bleibt die Frage der Schuld,Mehr als 90 Migranten sind bei einem Bootsunglück vor der Küste Italiens vor einem Jahr gestorben. Gegen Mitarbeiter der Küstenwache wird bereits ermittelt. Aber auch der Regierung wird eine Mitschuld vorgeworfen. Von Jörg Seisselberg.,Negative,https://www.tagesschau.de/ausland/europa/katastrophe-cutro-100.html,2024-02-26T14:18:30.000Z,6b8deb2d-e014-4b09-91d8-ec6a9ff3f28f,TGS,-1
Nawalny-Team berichtet von Plan zum Gefangenenaustausch,"Kremlkritiker Nawalny sollte bei einem Gefangenenaustausch freikommen: Das berichtet sein Team in einem auf YouTube veröffentlichten Video. Demnach waren die Verhandlungen zum Austausch gegen den ""Tiergartenmörder"" weit fortgeschritten.",Neutral,https://www.tagesschau.de/ausland/europa/nawalny-austausch-100.html,2024-02-26T13:07:13.000Z,1a0bfcfc-1baf-4384-bd93-ac8fea4a7b7c,TGS,1
Befragung von Eltern: Mütter übernehmen Großteil der Kinderbetreuung,"Die meisten Paare sind sich einig: Die Arbeit im Alltag gehört gerecht verteilt. Wenn es aber um Kinderbetreuung geht, kümmern sich laut einer Befragung der Hans-Böckler-Stiftung vor allem die Mütter. Väter sehen das allerdings oft anders.",Neutral,https://www.tagesschau.de/inland/gesellschaft/arbeitsteilung-eltern-befragung-100.html,2024-02-26T13:02:10.000Z,f275ee71-be02-42d8-893a-e8c2b9cdca26,TGS,1
"Treffen der EU-Agrarminister: ""Feldarbeit statt Papierarbeit""",Pestizide und Flächennutzung: Die EU ist den Bauern bereits entgegengekommen. Minister Özdemir will zudem Bürokratie abbauen. Das Treffen mit seinen Amtskollegen wird dennoch von Protesten begleitet. Von Paul Vorreiter.,Neutral,https://www.tagesschau.de/ausland/europa/agrarministerkonferenz-auftakt-100.html,2024-02-26T12:48:51.000Z,8f8c01d5-6f51-4cc6-bdb6-b88d79c3aa40,TGS,1
FAQ: Werden durch die hohen Kakaopreise die Osterhasen teurer?,Ernteausfälle und ein sinkendes Angebot treiben die weltweiten Kakaopreise von einem Rekord zum nächsten. Das könnten auch die Liebhaber von Schokolade hierzulande zu spüren bekommen. Werden die Osterhasen jetzt teurer?,Neutral,https://www.tagesschau.de/wirtschaft/verbraucher/kakao-ostern-ostereier-kakaopreis-schokolade-rekordpreis-100.html,2024-02-26T12:38:24.000Z,2549f080-58e2-4380-9cae-970fa43e406e,TGS,1
Mongolei: Hunderttausende Herdentiere verenden im Extremwinter,Die Mongolei hat mit den Folgen von Schnee- und Eiskatastrophen zu kämpfen. Mehr als anderthalb Millionen Herdentiere starben bereits in diesem Winter. Durch das extreme Wetter findet das Vieh kein Futter mehr.,Negative,https://www.tagesschau.de/ausland/asien/mongolei-herdentiere-winter-100.html,2024-02-26T12:19:47.000Z,edb185c3-a17a-4219-ac61-fa22db200518,TGS,-1
Wieso der DAX trotz Konjunkturflaute immer neue Höhen erreicht,"Während die deutsche Konjunktur lahmt und viele Experten ihre Wachstumsprognose senken, erreicht der DAX immer neue Höhen. Hat sich die Börse von der Realwirtschaft entkoppelt? Von Till Bücker.",Neutral,https://www.tagesschau.de/wirtschaft/finanzen/dax-rekordhoch-boerse-konjunktur-100.html,2024-02-26T11:39:20.000Z,3e5374c0-bd80-47f9-b8f4-68a6ee198e1a,TGS,1
Artenschutzkonferenz in Nairobi: Die Rückkehr der Spitzmaulnashörner,Vor Jahrzehnten waren Spitzmaulnashörner in Zentral-Kenia von Wilderern ausgerottet worden. Nun wurden 21 Exemplare in die Savanne nach Loisaba gebracht. Der Start einer neuen Population? Von Caroline Imlau.,Positive,https://www.tagesschau.de/wissen/forschung/spitzmaulnashorn-artenschutz-100.html,2024-02-26T11:32:12.000Z,b0ae09bb-9520-4d5e-bd3a-29a9ca9406b0,TGS,0
Auch Dänemark stellt Ermittlungen zu Nord-Stream-Explosionen ein,Nach Schweden stellt auch Dänemark die Ermittlungen zu den Explosionen an den Erdgaspipelines Nord Stream 1 und 2 ein. Jetzt ermittelt nur noch Deutschland.,Neutral,https://www.tagesschau.de/ausland/europa/daenemark-nord-stream-untersuchung-100.html,2024-02-26T11:05:27.000Z,d2404091-1e85-42b2-8a47-b1d32c0df440,TGS,1
Palästinensische Regierung im Westjordanland reicht Rücktritt ein,"International wurde sich bereits dafür ausgesprochen, die palästinensische Autonomiebehörde zu erneuern. Nun ist die Regierung im Westjordanland zurückgetreten - und dürfte sich neu aufstellen. Von J.-C. Kitzler.",Negative,https://www.tagesschau.de/ausland/asien/palaestinensische-regierung-ruecktritt-100.html,2024-02-26T10:50:43.000Z,2a6a3304-58a2-4b63-bfd4-dbeae1c54b95,TGS,-1
CSU-Politiker Alois Glück mit 84 Jahren gestorben,Der ehemalige bayerische Landtagspräsident und frühere ZdK-Präsident Alois Glück ist im Alter von 84 Jahren gestorben. Das teilte der Landtag unter Berufung auf die Familie des CSU-Politikers mit.,Negative,https://www.tagesschau.de/inland/alois-glueck-gestorben-100.html,2024-02-26T10:22:11.000Z,99cbdf5d-8a89-4147-82b9-9296039dfcb8,TGS,-1
Thüringens Ministerpräsident Ramelow warnt vor starker AfD unter Höcke,"Thüringens Ministerpräsident Ramelow kritisiert bei Caren Miosga seine ehemalige Parteikollegin Wagenknecht und warnt vor einer starken AfD. Es müsse mehr darüber aufgeklärt werden, welche Programmatik AfD-Landeschef Höcke verfolge. Von L. Weyell.",Negative,https://www.tagesschau.de/inland/innenpolitik/miosga-ostdeutschland-afd-100.html,2024-02-26T09:53:40.000Z,e8d649df-7908-4fe3-a337-db9d44356a48,TGS,-1
"Berlinale: Israels Botschafter kritisiert ""antisemitische Rhetorik""","Einseitig israelkritische Äußerungen bei der Berlinale haben Kritik ausgelöst. Israels Botschafter Prosor sagte, die ""Lektion aus der Documenta"" sei nicht begriffen worden. Auch Kanzler Scholz verurteilte die Aussagen.",Negative,https://www.tagesschau.de/inland/gesellschaft/berlinale-antisemitismusvorwuerfe-100.html,2024-02-26T12:51:31.000Z,9e2e1e24-fbce-4c7c-b3c4-d84c3dae4646,TGS,-1
Verfassungsschutz bereitet offenbar neue AfD-Einstufung vor,"Bislang ist sie ein Verdachtsfall, doch womöglich könnte bald die gesamte AfD als ""gesichert extremistisch"" eingestuft werden. Laut Süddeutscher Zeitung arbeitet der Verfassungsschutz bereits seit Monaten an einem neuen Gutachten.",Negative,https://www.tagesschau.de/inland/afd-bericht-gutachten-verfassungsschutz-100.html,2024-02-26T08:16:33.000Z,99df57de-1943-4ea5-b083-1c9d12532c3c,TGS,-1
Cholera-Verdacht: Tausende sitzen auf Kreuzfahrtschiff fest,"Der Süden Afrikas kämpft mit einem massiven Cholera-Ausbruch. Der Verdacht auf Cholera auf einem Kreuzfahrtschiff bereitet den Behörden auch in Mauritius Sorgen. Sie verwehrten fast 2.200 Passagieren, von Bord zu gehen.",Negative,https://www.tagesschau.de/ausland/asien/kreuzfahrtschiff-cholera-102.html,2024-02-26T07:38:49.000Z,e76334b4-2779-4b84-aa1b-83360a828ee7,TGS,-1
Schwedens langer Weg in die NATO,"Der Weg zu Schwedens NATO-Beitritt war lang und steinig. Die Türkei stellte sich quer, Ungarn wollte plötzlich etwas klären. Sofie Donges zeichnet die Hürden und Stationen nach.",Neutral,https://www.tagesschau.de/ausland/europa/schweden-weg-nato-100.html,2024-02-26T16:06:57.000Z,be4e4894-1400-4aea-be53-2ad6a3d70d1b,TGS,1
Medienbericht: Wieder mehr Arzneimittel für Kinder verfügbar,Manche Antibiotika für Kinder sind zwar weiter knapp. Doch einer Arbeitsgruppe des Gesundheitsministeriums zufolge gibt es insgesamt Entspannung. Bereits jetzt wieder verfügbar seien Zäpfchen mit Ibuprofen und Paracetamol.,Positive,https://www.tagesschau.de/wirtschaft/versorgungslage-kinderarzneimittel-entspannung-100.html,2024-02-26T07:14:21.000Z,af2180d5-4a53-4737-9226-f5bdf8407151,TGS,0
Ungarn stimmt über Schwedens NATO-Beitritt ab,Schon in den nächsten Tagen könnte die NATO ihr 32. Mitglied begrüßen: Nach langem Hinhalten will das ungarische Parlament über den Beitrittsantrag Schwedens abstimmen - und die Zeichen stehen auf Zustimmung.,Positive,https://www.tagesschau.de/ausland/europa/nato-schweden-ungarn-100.html,2024-02-26T06:19:47.000Z,7c683334-35de-4ad4-aa3e-25520eb92582,TGS,0
Vor Rafah-Offensive: Israels Militär legt Kriegskabinett Einsatzpläne vor,Israel bereitet nach eigenen Angaben eine Offensive in Rafah vor. Nun hat das Militär einen Plan für eine Evakuierung von Zivilisten aus Kampfgebieten vorgelegt. Doch Details nannte die Regierung nicht.,Negative,https://www.tagesschau.de/ausland/europa/israel-rafah-102.html,2024-02-26T03:11:07.000Z,6cfb8a6b-bb3b-4d20-9777-ac58a4297738,TGS,-1
Warnstreikwoche begonnen: Wo heute keine Busse fahren,"Die Warnstreikwoche im Nahverkehr hat begonnen: Vor allem in Schleswig-Holstein, im Saarland und in der Region Trier kommt es heute zu erheblichen Einschränkungen, denn Busfahrer sind zum Ausstand aufgerufen.",Negative,https://www.tagesschau.de/wirtschaft/warnstreiks-oepnv-100.html,2024-02-26T09:36:29.000Z,a05cb9a9-ab64-4a9f-a5b1-41c1d5422318,TGS,-1
Großkundgebung in Brasilien: Zehntausende demonstrieren für Bolsonaro,Dem ehemaligen brasilianischen Präsidenten Bolsonaro droht die Verhaftung. Ihm wird ein Putschversuch vorgeworfen. Nun mobilisierte er seine Anhänger für eine Großkundgebung - Zehntausende gingen auf die Straße.,Negative,https://www.tagesschau.de/ausland/amerika/bolsonaro-proteste-104.html,2024-02-26T01:03:48.000Z,bbf8d83f-e7f7-406e-bd6a-b8b5ef597be1,TGS,-1
Warum polnische Bauern die Grenze nach Deutschland blockieren,Noch immer geht nichts am deutsch-polnischen Grenzübergang bei Frankfurt an der Oder. Die polnischen Bauern protestieren gegen Umweltschutzmaßnahmen der EU - und gegen Getreideimporte aus der Ukraine. Von Sabina Matthay.,Negative,https://www.tagesschau.de/ausland/europa/polen-bauern-blockade-grenze-100.html,2024-02-25T23:20:57.000Z,98f17630-9d70-4cb8-b5bd-530068eafa89,TGS,-1
